code1,code2,similar
"['n = int(input())\n', 'res = 0\n', 'for i in range(1,n+1):\n', '  for j in range(1,n+1):\n', '    if i*j < n:\n', '      res += 1\n', '    else:\n', '        break\n', 'print(res)']","['while True:\n', '    h,w = map(int,input().split())\n', '    if h == w == 0:\n', '        break\n', '    for y in range(h):\n', '        for x in range(w):\n', '            if (y+x)%2 == 0:\n', '                print(\'#\',end="""")\n', '            if (y+x)%2 == 1:\n', '                print(\'.\',end="""")\n', '        print()\n', '    print()']",0
"['from collections import defaultdict\n', '\n', '\n', 'def dfs(N, tree, v):\n', '    s = []\n', '    done = [False for _ in range(N)]\n', '    dist = [0 for _ in range(N)]\n', '\n', '    done[v] = True\n', '    dist[v] = 0\n', '    s.append(v)\n', '\n', '    while 0 < len(s):\n', '        v = s.pop()\n', '\n', '        # process\n', '        # print(v, tree[v], dist[v])\n', '\n', '        for i in tree[v]:\n', '            if not done[i]:\n', '                done[i] = True\n', '                dist[i] = dist[v] + 1\n', '                s.append(i)\n', '\n', '    return dist\n', '\n', '\n', 'def main():\n', '    N, u, v = map(int, input().split())\n', '    u -= 1\n', '    v -= 1\n', '\n', '    tree = defaultdict(list)\n', '\n', '    for _ in range(N - 1):\n', '        A, B = map(int, input().split())\n', '        A -= 1\n', '        B -= 1\n', '\n', '        tree[A].append(B)\n', '        tree[B].append(A)\n', '\n', '    u_dist = dfs(N, tree, u)\n', '    v_dist = dfs(N, tree, v)\n', '    # print(u_dist)\n', '    # print(v_dist)\n', '\n', '    ans = 0\n', '    for u1, v1 in zip(u_dist, v_dist):\n', '        if u1 < v1:\n', '            ans = max(ans, v1 - 1)\n', '\n', '    print(ans)\n', '\n', '\n', 'main()\n']","['# -*- coding: utf-8 -*-\n', '\n', 'count = 0\n', 'backslash_index = []\n', 'area_pond = []\n', 'pending_area=[]\n', 'for index,symbol in enumerate(input()):\n', '\tif symbol == ""\\\\"":\n', '\t\tbackslash_index += [index]\n', ""\telif symbol == '/' and backslash_index:\n"", '\t\tlast_bs_index = backslash_index.pop()\n', '\t\tdiff = index - last_bs_index \n', '\t\tcount += diff \n', '\t\twhile area_pond and area_pond[-1] > last_bs_index:\n', '\t\t\tdiff += pending_area.pop()\n', '\t\t\tarea_pond.pop()\n', '\n', '\t\tarea_pond += [last_bs_index]\n', '\t\tpending_area += [diff]\n', '\n', 'print(count)\n', 'print(len(area_pond),*(pending_area))\n', ""#print(len(area_pond), ' '.join(map(str, pending_area)))\n"", '\n']",0
"['def merge(a,left,mid,right):\n', '    count=0\n', '    L=a[left:mid]+[float(""inf"")]\n', '    R=a[mid:right]+[float(""inf"")]\n', '    i,j=0,0\n', '    for k in range(left,right):\n', '        count+=1\n', '        if L[i]<=R[j]:\n', '            a[k]=L[i]\n', '            i+=1\n', '        else:\n', '            a[k]=R[j]\n', '            j+=1\n', '    return count\n', '\n', 'def mergeSort(a,left,right):\n', '    if left+1<right:\n', '        mid=(left+right)//2\n', '        countl=mergeSort(a,left,mid)\n', '        countr=mergeSort(a,mid,right)\n', '        return merge(a,left,mid,right)+countl+countr\n', '    return 0\n', '\n', '\n', '\n', 'n=int(input())\n', 'a=list(map(int,input().split()))\n', 'ans=mergeSort(a,0,n)\n', 'print("" "".join(map(str,a)))\n', 'print(ans)\n']","['#!/usr/bin/env python\n', '\n', 'import sys\n', 'input = sys.stdin.buffer.readline\n', 'sys.setrecursionlimit(10**6)\n', '\n', 'def main():\n', '    A,V = map(int,input().split())\n', '    B,W = map(int,input().split())\n', '    T = int(input())\n', '\n', '    dx = abs(A-B)\n', '    dv = V-W\n', '\n', '    if dv*T >= dx:\n', '        print(""YES"")\n', '    else:\n', '        print(""NO"")\n', '\n', 'if __name__ == ""__main__"":\n', '    main()']",0
"['n,m=map(int,input().split())\n', 'a = []\n', 'for i in range(n):\n', '    a.append(list(map(int, input().split())))\n', '    a[i]+=[sum(a[i])]\n', '    print(*a[i])\n', 'a=list(zip(*a[::-1]))\n', ""for i in range(m):print(sum(a[i]),end=' ')\n"", 'print(sum(a[m]))\n']","['def main():\n', '    N = int(input())\n', '    A = list(map(int, input().split()))\n', '    a0, a1, a2, b0, b1, b2 = 0, 0, 0, 0, 0, 0\n', '    for i, a in enumerate(A):\n', '        a0, a1, a2, b0, b1, b2 = (\n', '                b0,\n', '                max(b1, a0),\n', '                max(b2, a1),\n', '                a0 + a,\n', '                a1 + a if i >= 1 else a1,\n', '                a2 + a if i >= 2 else a2)\n', '\n', '    if N & 1:\n', '        return max(b2, a1)\n', '    else:\n', '        return max(b1, a0)\n', '\n', '\n', 'print(main())\n']",0
"['\n', 'a=int(input())\n', '\n', '\n', ""b=''\n"", 'for i in range(a):\n', ""    b=b+'ACL'\n"", '\n', '\n', 'print(b)\n']","['a,b,c=map(int,input().split())\n', 'd=[i for i in range(a,b+1)]\n', 'count=0\n', 'for i in d:\n', '    if c%i==0:\n', '        count+=1\n', 'print(count)']",0
"['def solve():\n', '    N, M = input().split()\n', '    return M+N\n', '\n', 'print(solve())']","['n=int(input())\n', 'print((n*n*n)/27)']",0
"['import sys\n', 'import numpy as np\n', 'from math import ceil as C, floor as F, sqrt\n', 'from collections import defaultdict as D, Counter as CNT\n', 'from functools import reduce as R\n', 'import heapq as H\n', '  \n', ""ALP = 'ABCDEFGHIJKLMNOPQRSTUVWXYZ'\n"", ""alp = 'abcdefghijklmnopqrstuvwxyz'\n"", ""def _X(): return sys.stdin.readline().rstrip().split(' ')\n"", 'def _S(ss): return tuple(ss) if len(ss) > 1 else ss[0]\n', 'def S(): return _S(_X())\n', 'def Ss(): return list(S())\n', 'def _I(ss): return tuple([int(s) for s in ss]) if isinstance(ss, tuple) else int(ss)\n', 'def I(): return _I(S())\n', 'def _Is(ss): return list(ss) if isinstance(ss, tuple) else [ss]\n', 'def Is(): return _Is(I())\n', 'def rec(h, w): return [[0] * w for i in range(h)] \n', '\n', 'n = I()\n', 'xs = Is()\n', '\n', 'xs = sorted(xs, reverse=True)\n', '\n', 'seats = [-xs[0]]\n', 'H.heapify(seats)\n', '\n', 'ans = 0\n', 'for x in xs[1:]:\n', '  ans -= H.heappop(seats)\n', '  H.heappush(seats, -x)\n', '  H.heappush(seats, -x)\n', '\n', 'print(ans)']","['n1 = int(input())\n', '\n', 'r1 = n1 * n1\n', '\n', 'print(r1)\n']",0
"['h = int(input())\n', 'w = int(input())\n', 'n = int(input())\n', 'for i in range(min(h,w)):\n', '    n = n - max(h,w)\n', '    if n <= 0:\n', '        print(i + 1)\n', '        break']","['def main():\n', '    n, k = map(int, input().split())\n', '    MOD = 10 ** 9 + 7\n', '    ans = 0\n', '    cnt = [0] * (k + 1)\n', '    for i in range(1, k + 1):\n', '        cnt[i] = pow(k // i, n, MOD)\n', '    for i in range(k, 0, -1):\n', '        for j in range(2, k // i + 1):\n', '            cnt[i] -= cnt[i * j]\n', '    ans = 0\n', '    for i, c in enumerate(cnt):\n', '        ans += i * c\n', '        ans %= MOD\n', '    print(ans)\n', '    \n', '\n', ""if __name__ == '__main__':\n"", '    main()']",0
"['a, b = map(int, input().split())\n', 'c = str(a)*b\n', 'd = str(b)*a\n', 'my_list = [c, d]\n', 'my_list.sort()\n', 'print(my_list[0])']","['from sys import exit\n', 'n, m = map(int, input().split())\n', 's = input()\n', '\n', 'one_sequence = 0\n', 'for i in range(1, n):\n', '    if s[i] == ""1"":\n', '        one_sequence += 1\n', '        if one_sequence == m:\n', '            print(-1)\n', '            exit()\n', '    else:\n', '        one_sequence = 0\n', '\n', 'pos = n\n', 'ans = """"\n', 'while pos != 0:\n', '    for i in range(1, m+1)[::-1]:\n', '        if pos-i < 0:\n', '            continue\n', '        if s[pos-i] != ""1"":\n', '            ans = str(i) + "" "" + ans\n', '            pos -= i\n', '            break\n', 'print(ans)\n']",0
"['import sys\n', 'import math\n', '#from queue import *\n', '#import random\n', '#sys.setrecursionlimit(int(1e6))\n', 'input = sys.stdin.readline\n', ' \n', '############ ---- USER DEFINED INPUT FUNCTIONS ---- ############\n', 'def inp():\n', '    return(int(input()))\n', 'def inara():\n', '    return(list(map(int,input().split())))\n', 'def insr():\n', '    s = input()\n', '    return(list(s[:len(s) - 1]))\n', 'def invr():\n', '    return(map(int,input().split()))\n', '################################################################\n', '############ ---- THE ACTUAL CODE STARTS BELOW ---- ############\n', '\n', 'n=inp()\n', '\n', 'min1=min2=int(1e15)\n', 'max1=max2=-int(1e15)\n', '\n', 'for i in range(n):\n', '\tx,y=invr()\n', '\t\n', '\tmin1=min(min1,x+y)\n', '\tmin2=min(min2,x-y)\n', '\t\n', '\tmax1=max(max1,x+y)\n', '\tmax2=max(max2,x-y)\n', '\n', 'ans=max(max1-min1,max2-min2)\n', '\n', 'print(ans)\n']","['S = input()\n', 'n = len(S)+1\n', '\n', 'lr = []\n', 'num = []\n', 'a = S[0]\n', 'cnt = 0\n', 'for s in S:\n', '    if s == a:\n', '        cnt += 1\n', '    else:\n', '        num.append(cnt)\n', ""        if a == '<':\n"", '            lr.append(1)\n', '        else:\n', '            lr.append(0)\n', '        a = s\n', '        cnt = 1\n', 'num.append(cnt)\n', ""if a == '<':\n"", '    lr.append(1)\n', 'else:\n', '    lr.append(0)\n', '\n', 'ans = 0\n', 'if (len(lr) == 1 and lr[0] == 0) or (len(lr) > 1 and lr[0] == 0):\n', '    ans += (num[0]*(num[0]+1))//2\n', '    lr, num = lr[1:], num[1:]\n', 'if (len(lr) == 1 and lr[0] == 1) or (len(lr) > 1 and lr[-1] == 1):\n', '    ans += (num[-1]*(num[-1]+1))//2\n', '    lr.pop()\n', '    num.pop()\n', '\n', 'if not lr:\n', '    print(ans)\n', '    exit()\n', '\n', 'for i in range(0, len(lr), 2):\n', '    if num[i] == num[i+1]:\n', '        b = num[i]\n', '        c = num[i]\n', '    elif num[i] < num[i+1]:\n', '        b = num[i+1]\n', '        c = num[i]\n', '    else:\n', '        b = num[i]\n', '        c = num[i+1]\n', '    ans += (b*(b+1))//2 + ((c-1)*c)//2\n', 'print(ans)']",0
"['N=int(input())\n', 'S=[int(s) for s in input().split()]\n', 'for i in range(N):\n', '    if S[i]%2==0 and S[i]%5!=0 and S[i]%3!=0:\n', '        print(""DENIED"")\n', '        break\n', '    elif i==N-1:\n', '        print(""APPROVED"")']","['import sys\n', 'read = sys.stdin.buffer.read\n', 'readline = sys.stdin.buffer.readline\n', 'readlines = sys.stdin.buffer.readlines\n', 'sys.setrecursionlimit(10 ** 7)\n', '\n', 'from collections import Counter\n', '\n', 'n, p = map(int, readline().split())\n', 's = readline().rstrip().decode()\n', 'cnt = 0\n', 'if p == 2 or p == 5:\n', '    for i, ss in enumerate(s):\n', '        if int(ss) % p == 0:\n', '            cnt += (i + 1)\n', 'else:\n', '    memo = [0]\n', '    m = 0\n', '    d = 1\n', '    for ss in s[::-1]:\n', '        m += int(ss) * d\n', '        m %= p\n', '        d *= 10\n', '        d %= p\n', '        memo.append(m)\n', '    counter = Counter(memo)\n', '    for i in range(p + 1):\n', '        cnt += counter[i] * (counter[i] - 1) // 2\n', 'print(cnt)\n']",0
"['import collections\n', 'n = int(input())\n', 'num_list = list(map(int, input().split()))\n', 'all = 0\n', '\n', 'c = collections.Counter(num_list)\n', '\n', 'for i in c:\n', '    all += c[i]*(c[i]-1)//2\n', '\n', 'for k in range(n):\n', '    print(all - c[num_list[k]] + 1)']","['N = int(input())\n', 'total = 0\n', 'for n in range(1, N+1):\n', '  if (n % 3 > 0) and (n % 5 > 0):\n', '#    print(n)\n', '    total += n\n', 'print(total)']",0
"['n, k = map(int, input().split())\n', 'a = list(map(int, input().split()))\n', 'for i in range(n):\n', '    a[i] = a[i] % k\n', '\n', 'if k == 1:\n', '    print(0)\n', '    exit()\n', '\n', 'ruiseki = [0]\n', 'for i in range(n):\n', '    ruiseki.append((a[i]+ruiseki[-1])%k)\n', '\n', 'mini = 0\n', 'dic = {}\n', 'ans = 0\n', 'for j in range(1, n+1):\n', '    if j-k+1 > mini:\n', '        dic[(ruiseki[mini]-mini)%k] -= 1\n', '        mini += 1\n', '    if (ruiseki[j-1]-(j-1))%k in dic:\n', '        dic[(ruiseki[j-1]-(j-1))%k] += 1\n', '    else:\n', '        dic[(ruiseki[j-1]-(j-1))%k] = 1\n', '    if (ruiseki[j]-j)%k in dic:\n', '        ans += dic[(ruiseki[j]-j)%k]\n', 'print(ans)']","['data = list(input().split("" ""))\n', 'stack = []\n', 'for d in data:\n', ""    if d == '+':\n"", '        stack.append(stack.pop() + stack.pop())\n', ""    elif d == '-':\n"", '        stack.append(- stack.pop() + stack.pop())\n', ""    elif d == '*':\n"", '        stack.append(stack.pop() * stack.pop())\n', '    else:\n', '        stack.append(int(d))\n', 'print(stack[0])']",0
"['n = int(input())\n', '\n', 'def three_points(p1,p2):\n', '    q1 = ((2*p1[0]+p2[0])/3, (2*p1[1]+p2[1])/3)\n', '    q2 = ((p1[0]+2*p2[0])/3, (p1[1]+2*p2[1])/3)\n', '    dx,dy = p2[0]-p1[0], p2[1]-p1[1]\n', '    q3 = (p1[0]+dx/2-3**0.5/6*dy, p1[1]+dy/2+3**0.5/6*dx)\n', '    return [q1,q3,q2]\n', '\n', 'm = [(0,0),(100,0)]\n', 'for i in range(n):\n', '    tmpm = []\n', '    for j in range(len(m)-1):\n', '        tmpm += [m[j]] + three_points(m[j],m[j+1])\n', '    tmpm += [m[-1]]\n', '    m = tmpm\n', '\n', 'for x in m:\n', '    print(x[0], x[1])\n']","['n, m = map(int, input().split())\n', '\n', 'if m >= n:\n', '    print(""Yes"")\n', 'else:\n', ""    print('No')""]",0
"['import sys\n', 'from collections import deque\n', '\n', 'read = sys.stdin.read\n', 'readline = sys.stdin.readline\n', 'readlines = sys.stdin.readlines\n', 'sys.setrecursionlimit(10 ** 9)\n', 'INF = 1 << 60\n', 'MOD = 1000000007\n', '\n', '\n', 'def main():\n', '    N, p, q, *AB = map(int, read().split())\n', '    p -= 1\n', '    q -= 1\n', '\n', '    G = [[] for _ in range(N)]\n', '    for a, b in zip(*[iter(AB)] * 2):\n', '        G[a - 1].append(b - 1)\n', '        G[b - 1].append(a - 1)\n', '\n', '    if len(G[p]) == 1 and G[p][0] == q:\n', '        print(0)\n', '        return\n', '\n', '    dist1 = [-1] * N\n', '    dist1[p] = 0\n', '    queue = deque([p])\n', '    while queue:\n', '        v = queue.popleft()\n', '        for nv in G[v]:\n', '            if dist1[nv] == -1:\n', '                dist1[nv] = dist1[v] + 1\n', '                queue.append(nv)\n', '\n', '    dist2 = [-1] * N\n', '    dist2[q] = 0\n', '    queue = deque([q])\n', '    while queue:\n', '        v = queue.popleft()\n', '        for nv in G[v]:\n', '            if dist2[nv] == -1:\n', '                dist2[nv] = dist2[v] + 1\n', '                queue.append(nv)\n', '\n', '    max_d = 0\n', '    for d1, d2 in zip(dist1, dist2):\n', '        if d1 < d2 and max_d < d2:\n', '            max_d = d2\n', '\n', '    print(max_d - 1)\n', '    return\n', '\n', '\n', ""if __name__ == '__main__':\n"", '    main()\n']","['n, k = map(int, input().split())\n', 'a = list(map(int, input().split()))\n', 'dist = [-1] * n\n', '\n', 'i = 0\n', 'dist[0] = 0\n', 'while True:\n', '    nxt = a[i] - 1\n', '    if dist[nxt] >= 0:\n', '        if k > dist[nxt]:\n', '            k -= dist[nxt]\n', '            k %= dist[i] - dist[nxt] + 1\n', '            k += dist[nxt]\n', '        print(dist.index(k) + 1)\n', '        break\n', '    dist[nxt] = dist[i] + 1\n', '    i = nxt']",0
"['from functools import lru_cache\n', '@lru_cache(maxsize=None)\n', 'def solve(n):\n', '    if n == 1:\n', '        return 1\n', '    else:\n', '        return solve(n//2) * 2 + 1\n', 'H = int(input())\n', 'print(solve(H))\n']","['import sys\n', 'n = int(sys.stdin.read())\n', 'print(sum(i for i in range(1, n + 1) if i % 3 and i % 5))']",0
"['#!/usr/bin/env python3\n', '\n', 'a = input()\n', 'ans = ""a"" if a == a.lower() else ""A""\n', 'print(ans)\n']","['import math\n', '\n', 'def comb(n, r):\n', '    return math.factorial(n) // (math.factorial(n - r) * math.factorial(r))\n', '\n', 's = int(input())\n', '\n', 'x = s // 3\n', 'ans = 0\n', 'for xi in range(1, x+1):\n', '    tmp = s - xi*3\n', '    ans += comb(tmp+xi-1, xi-1)\n', '    ans %= 1000000007\n', 'print(ans)\n']",0
"['def main():\n', '    from sys import setrecursionlimit, stdin, stderr\n', '    from os import environ\n', '    from collections import defaultdict, deque, Counter\n', '    from math import ceil, floor\n', '    from itertools import accumulate, combinations, combinations_with_replacement\n', '    setrecursionlimit(10**6)\n', '    dbg = (lambda *something: stderr.write(""\\033[92m{}\\033[0m"".format(str(something)+\'\\n\'))) if \'TERM_PROGRAM\' in environ else lambda *x: 0\n', '    input = lambda: stdin.readline().rstrip()\n', '    LMIIS = lambda: list(map(int,input().split()))\n', '    II = lambda: int(input())\n', '    P = 10**9+7\n', '    INF = 10**18+10\n', '    K = II()\n', '    S = input()\n', '    N = len(S)\n', '    def gencmb(n,k):\n', '        # N-1+K C K  ... N-1 C 0\n', '        ans = [1]*(k+1)\n', '        for i in range(1,k+1):\n', '            ans[-i-1] = ans[-i] * (N+i-1) * pow(i,P-2,P) % P\n', '        return ans\n', '    ans = 0\n', '    pow26 = [0] * (K+1)\n', '    pow26[0] = 1\n', '    for i in range(1,K+1):\n', '        pow26[i] = pow26[i-1] * 26 % P\n', '    pow25 = [0] * (K+1)\n', '    pow25[0] = 1\n', '    for i in range(1,K+1):\n', '        pow25[i] = pow25[i-1] * 25 % P\n', '    cmb = gencmb(N,K)\n', '    for t in range(K+1):\n', '        ans += pow26[t]*pow25[K-t]*cmb[t]%P\n', '        ans %= P\n', '    print(ans)\n', '\n', '    \n', 'main()']","[""(w, h, x, y, r) = input().rstrip().split(' ')\n"", 'w = int(w)\n', 'h = int(h)\n', 'x = int(x)\n', 'y = int(y)\n', 'r = int(r)\n', '\n', 'if 0 + r <= x <= w - r and 0 + r <= y <= h - r:\n', ""    print('Yes')\n"", 'else:\n', ""    print('No')""]",0
"['n = int(input())\n', 'l = list(map(int,input().split()))\n', '\n', 'h = 0\n', 'sum = 0\n', 'for i in range(n):\n', '    if l[i] <= h:\n', '        sum += h - l[i]\n', '    else:\n', '        h = l[i]\n', '\n', 'print(sum)\n']","['n = int(input())\n', 'lim_min, lim_max = map(int, input().split())\n', '\n', 'if lim_min % n == 0 :\n', ""  print('OK')\n"", 'elif lim_min + n - (lim_min % n) <= lim_max:\n', ""  print('OK')\n"", 'else:\n', ""  print('NG')\n""]",0
"['N = int(input())\n', 'A = list(map(int, input().split()))\n', '\n', 'kane=1000\n', 'kabu=0\n', 'for i in range(N-1):\n', '    #print(kane,kabu)\n', '    \n', '    if A[i]<A[i+1]:\n', '        kane=kabu*A[i]+kane\n', '        kabu=kane//A[i]\n', '        kane=kane-kabu*A[i]\n', '    else:\n', '        kane=kabu*A[i]+kane\n', '        kabu=0\n', '        \n', 'print(kane+kabu*A[N-1])']","['ele_and_tar = []\n', 'rs = []\n', 'flag1 = 1\n', 'flag2 = 0\n', 'while flag1:\n', '    data = [int(x) for x in input().split()]\n', '    if data == [0,0]:\n', '        flag1 = 0\n', '    else:\n', '        ele_and_tar.append(data)\n', '        \n', 'for i in range(len(ele_and_tar)):\n', '    rs.append(0)\n', 'for math in ele_and_tar:\n', '    for i in range(1,math[0]+1):\n', '        for j in range(i+1,math[0]+1):\n', '            for k in range(j+1,math[0]+1):\n', '                if (i + j + k) == math[1]:\n', '                    rs[flag2] = rs[flag2] + 1\n', '    flag2 = flag2 + 1\n', '    \n', 'for out in rs:\n', '    print(out)\n', '\n']",0
"['ini = lambda : int(input())\n', 'inm = lambda : map(int,input().split())\n', 'inl = lambda : list(map(int,input().split()))\n', 'gcd = lambda x,y : gcd(y,x%y) if x%y else y\n', 'def factorization(n):\n', '    arr = []\n', '    temp = n\n', '    for i in range(2, int(-(-n**0.5//1))+1):\n', '        if temp%i==0:\n', '            cnt=0\n', '            while temp%i==0:\n', '                cnt+=1\n', '                temp //= i\n', '            arr.append([i, cnt])\n', '    if temp!=1:\n', '        arr.append([temp, 1])\n', '    if arr==[]:\n', '        arr.append([n, 1])\n', '    return arr\n', 'def make_divisors(n):\n', '    divisors = []\n', '    for i in range(1, int(n**0.5)+1):\n', '        if n % i == 0:\n', '            divisors.append(i)\n', '            if i != n // i:\n', '                divisors.append(n//i)\n', '    divisors.sort()\n', '    return divisors\n', '\n', '#maincode-------------------------------------------------\n', 'n = ini()\n', 's = input()\n', ""r = s.count('R')\n"", ""g = s.count('G')\n"", ""b = s.count('B')\n"", 'ans = r*g*b\n', '\n', 'for j in range(n):\n', '    for i in range(j):\n', '        k = 2*j-i\n', '        if k < n:\n', '            if (s[i] == s[j]):\n', '                continue\n', '            if (s[i] == s[k]):\n', '                continue\n', '            if (s[j] == s[k]):\n', '                continue\n', '            ans -= 1\n', 'print(ans)']","['n = int(input())\n', 'ans = [0 for x in range(10001)]\n', '\n', 'for i in range(1, 100):\n', '    for j in range(1, 100):\n', '        for k in range(1, 100):\n', '            v = i*i + j*j + k*k + i*j + i*k + j*k\n', '            if v < 10001:\n', '                ans[v] += 1\n', 'for i in range(n):\n', '    print(ans[i+1])']",0
"['N = int(input())\n', 'A = [0]*N\n', 'A = list(map(int, input().split()))\n', ' \n', 'sum_step = 0\n', ' \n', 'for n in range(1,N):\n', '  if A[n] < A[n-1]:\n', '    sum_step += A[n-1] - A[n]\n', '    A[n] = A[n-1]\n', '\n', 'print(sum_step)']","['from sys import stdin\n', 'import numpy as np\n', 'def main():\n', '    #入力\n', '    readline=stdin.readline\n', '    n,k=map(int,readline().split())\n', '    A=np.array(list(map(int,readline().split())),dtype=np.int64)\n', '    A=np.sort(A)[::-1]\n', '    F=np.array(list(map(int,readline().split())),dtype=np.int64)\n', '    F=np.sort(F)\n', '\n', '    l=-1\n', '    r=10**12\n', '    while l<r-1:\n', '        x=(l+r)//2\n', '        A_after=np.minimum(x//F,A)\n', '        cnt=(A-A_after).sum()\n', '        if cnt<=k: r=x\n', '        else: l=x\n', '\n', '    print(r)\n', '\n', 'if __name__==""__main__"":\n', '    main()']",0
"['text = input()\n', '\n', ""result = ''\n"", 'for i in range(len(text)):\n', '    code = ord(text[i])\n', ""    if ord('A') <= code <= ord('Z'):\n"", '        result += chr(code + 32)\n', ""    elif ord('a') <= code <= ord('z'):\n"", '        result += chr(code - 32)\n', '    else:\n', '        result += chr(code)\n', '\n', 'print(result)']","['#!/usr/bin/env python3\n', 'import sys\n', 'input = sys.stdin.readline\n', 'import bisect\n', '\n', 'n, m = map(int, input().split())\n', 'a = [int(item) for item in input().split()]\n', 'a.sort()\n', 'a_rev = sorted(a, reverse=True)\n', '\n', 'cumsum = [0]\n', 'for item in a:\n', '    cumsum.append(cumsum[-1] + item)\n', '\n', '# Use pair which sum goes over mid\n', 'l = 0; r = 10**10\n', 'while r - l > 1:\n', '    mid = (l + r) // 2\n', '    to_use = 0\n', '    for i, item in enumerate(a_rev):\n', '        useless = bisect.bisect_left(a, mid - item)\n', '        to_use += n - useless\n', '    if to_use >= m:\n', '        l = mid\n', '    else:\n', '        r = mid\n', 'ans = 0\n', 'total_use = 0\n', 'for i, item in enumerate(a_rev):\n', '    useless = bisect.bisect_left(a, l - item)\n', '    to_use = n - useless\n', '    total_use += to_use\n', '    ans += item * to_use + cumsum[n] - cumsum[n - to_use]\n', 'print(ans - l * (total_use - m))']",0
"['n = int(input())\n', '\n', 'a = list(map(int,input().split()))\n', 'a = sorted(a)\n', '\n', 'aMax = a[-1]\n', 'l = len(a)\n', 'count = 0\n', 'k = 0\n', 'kSet = set()\n', '\n', 'for i in range(n):\n', '    value = a[i]\n', '    if not(value in kSet):\n', '        if i != 0 and a[i-1] == value:\n', '            count -= 1\n', '            kSet.add(value)\n', '            continue\n', '        count += 1\n', '        j = 2\n', '        k = 0\n', '        while k < aMax:\n', '            k = a[i] * j\n', '            kSet.add(k)\n', '            j += 1\n', '\n', 'print(count)']","['n,k=map(int,input().split())\n', 'd=0\n', 'for i in range(k,n+2):\n', '    b=i*(i-1)/2\n', '    c=i*(2*n-i+1)/2\n', '    d+=(c-b+1)\n', 'print(int(d)%(10**9+7))']",0
"['\n', ""if __name__ == '__main__':\n"", '\ts = input().split()\n', '\tif s[0] < s[1]:\n', '\t\ttmp = s[0]\n', '\t\ts[0] = s[1]\n', '\t\ts[1] = tmp\n', '\twhile True:\n', '\t\tx = int(s[0]) % int(s[1])\n', '\t\tif x==0:\n', '\t\t\tbreak\n', '\t\ts[0] = s[1]\n', '\t\ts[1] = x\n', '\n', '\tprint (s[1])\n', '\n', '\n']","['N,M=map(int,input().split())\n', 'par=[i for i in range(N+1)]\n', 'size=[1 for i in range(N+1)]\n', 'def find(x):\n', '    if x!=par[x]:\n', '        par[x]=find(par[x])\n', '    return par[x]\n', 'def union(x,y):\n', '    if find(x)!=find(y):\n', '        x, y = par[x], par[y]\n', '        par[y] = par[x]\n', '        size[x] += size[y]\n', 'res=N\n', 'for i in range(M):\n', '    s,e=map(int,input().split())\n', '    union(s,e)\n', 'print(max(size))']",0
