code1,code2,similar
"['a,b,c,d=map(int,input().split())\n', 'ans=-10**20\n', 'if ans<a*c:\n', '  ans=a*c\n', 'if ans<a*d:\n', '  ans=a*d\n', 'if ans<b*c:\n', '  ans=b*c\n', 'if ans<b*d:\n', '  ans=b*d\n', 'print(ans)\n']","['def main():\n', '    a, b, c, d = (int(i) for i in input().split())\n', '    print(max(a*c, b*d, a*d, b*c))\n', '\n', '\n', ""if __name__ == '__main__':\n"", '    main()\n']",1
"['X, Y, Z = map(str, input().split())\n', 'print(Z+"" ""+X+"" ""+Y)']","['def main():\n', '    a,b,c = map(str,input().split())\n', ""    print(c + ' ' + a + ' ' + b)\n"", 'main()']",1
"['import sys\n', 'input = sys.stdin.readline\n', '\n', ""'''\n"", '\n', ""'''\n"", '\n', 's = input().rstrip()\n', '\n', 'if s == ""MON"": print(6)\n', 'elif s == ""SAT"": print(1)\n', 'elif s == ""FRI"": print(2)\n', 'elif s == ""THU"": print(3)\n', 'elif s == ""WED"": print(4)\n', 'elif s == ""TUE"": print(5)\n', 'else:\n', '    print(7)']","['\n', 'S = input()\n', '\n', ""if S == 'SUN':\n"", '    answer = 7\n', ""elif S == 'MON':\n"", '    answer = 6\n', ""elif S == 'TUE':\n"", '    answer = 5\n', ""elif S == 'WED':\n"", '    answer = 4\n', ""elif S == 'THU':\n"", '    answer = 3\n', ""elif S == 'FRI':\n"", '    answer = 2\n', ""elif S == 'SAT':\n"", '    answer = 1\n', 'else:\n', ""    answer = '入力間違い【SUN】【MON】【TUE】【WED】【THU】【FRI】【SAT】を入力'\n"", '\n', 'print(answer)\n']",1
"['H, N = [int(s) for s in input().split()]\n', 'A = [int(s) for s in input().split()]\n', ""print('Yes' if H - sum(A) <= 0 else 'No')""]","['H,N=map(int,input().split())\n', 'A=list(map(int,input().split()))\n', 'sum=0\n', 'for i in range(len(A)):\n', '    sum+=A[i]\n', 'if H<=sum :\n', '    print(""Yes"")\n', 'else:\n', '    print(""No"")']",1
"['n = int(input())\n', 'a = [0]*n\n', 'b = [0]*n\n', '\n', 'for i in range(n):\n', '    aa,bb = map(int, input().split())\n', '    a[i] = aa\n', '    b[i] = bb\n', '\n', 'a.sort()\n', 'b.sort()\n', '\n', 'if n%2 == 1:\n', '    print(b[n//2] - a[n//2] + 1)\n', 'else:\n', '    print(b[n//2] + b[(n//2)-1] - a[n//2] - a[(n//2)-1] + 1)\n']","['n = int(input())\n', '\n', 'a_line = []\n', 'b_line = []\n', 'for i in range(n):\n', '    a, b = map(int, input().split())\n', '    a_line.append(a)\n', '    b_line.append(b)\n', '    \n', 'a_line.sort()\n', 'b_line.sort()\n', '\n', '\n', 'if n % 2 == 0:\n', '    left = a_line[n // 2 - 1] + a_line[n // 2]\n', '    right = b_line[n // 2 - 1] + b_line[n // 2]\n', '    print(right - left + 1)\n', 'else:\n', '    print(b_line[n // 2] - a_line[n // 2] + 1)']",1
"['while True:\n', '    m,f,r = [int(x) for x in input().split()]\n', '    if (m,f,r)==(-1,-1,-1): break\n', '    s_mf = m + f\n', ""    if   m < 0 or f < 0: mark = 'F'\n"", ""    elif s_mf <  30:     mark = 'F'\n"", ""    elif s_mf >= 80:     mark = 'A'\n"", ""    elif s_mf >= 65:     mark = 'B'\n"", ""    elif s_mf >= 50:     mark = 'C'\n"", ""    elif r    >= 50:     mark = 'C'\n"", ""    else:                mark = 'D'\n"", '    print(mark)']","['while True:\n', '    r = list(map(int, input().split()))\n', '\n', '    if r[0] == -1 and r[1] == -1 and r[2] == -1:\n', '        break\n', '    elif r[0] == -1 or r[1] == -1:\n', '        print(""F"")\n', '    elif r[0] + r[1] >= 80:\n', '        print(""A"")\n', '    elif r[0] + r[1] >= 65 and r[0] + r[1] < 80:\n', '        print(""B"")\n', '    elif r[0] + r[1] >= 50 and r[0] + r[1] < 65:\n', '        print(""C"")\n', '    elif r[0] + r[1] >= 30 and r[0] + r[1] < 50:\n', '        if r[2] >= 50:\n', '            print(""C"")\n', '        else:\n', '            print(""D"")\n', '    else:\n', '        print(""F"")']",1
"['n=int(input())\n', 'li=list(map(int,input().split()))\n', 'for i in li:\n', '  if i%2==0:\n', '    if i%3==0 or i%5==0:\n', '      pass\n', '    else:\n', '      print(""DENIED"")\n', '      break\n', 'else:\n', '  print(""APPROVED"")']","['n=int(input())\n', 'a=list(map(int,input().split()))\n', '\n', 'l=[]\n', 'flag=0\n', 'for aa in a:\n', '  if aa%2==0:\n', '    flag=1\n', '    l.append(aa)\n', '\n', 'if flag==1:   \n', '  for ll in l:\n', '    if ll % 3!=0 and ll % 5!=0:\n', '\t    flag=2\n', '\n', 'if flag==0:\n', ""  print('APPROVED')\n"", 'elif flag==1:\n', ""  print('APPROVED')\n"", 'elif flag==2:\n', ""  print('DENIED')\n""]",1
"['n = int(input())\n', 'heights = list(map(int, input().split()))\n', 'cnt = 0\n', 'for i in range(1,n):\n', '  if heights[i] >= heights[i-1]:\n', '    pass\n', '  else:\n', '    x = heights[i-1] - heights[i]\n', '    cnt += x\n', '    heights[i] = heights[i-1]\n', '    \n', 'print(cnt)']","['N=int(input())\n', 'A=[int(i) for i in input().split()]\n', 'S=0\n', 'for i in range(1,N):\n', '    if A[i-1]>A[i]:\n', '        S+=A[i-1]-A[i]\n', '        A[i]=A[i-1]\n', 'print(S)']",1
"['\n', ""if __name__ == '__main__':\n"", '    n = int(input())\n', '    if n % 2 == 0:\n', '        print(int(n/2 - 1))\n', '    else:\n', '        print(int((n-1)/2))']","['a = int(input())\n', 'if a < 2:\n', '        print(0)\n', 'elif a % 2 == 0:\n', '        print(int(a / 2 - 1) )\n', 'else:\n', '        print(int(a/2))']",1
"['n , k , s = map(int,input().split())\n', 'l = []\n', 'for i in range(k):\n', '    l.append(s)\n', 'if s == 1:\n', '    t = 3\n', 'elif s == 10**9:\n', '    t = 1\n', 'else:\n', '    t = s + 1\n', '\n', 'for i in range(n-k):\n', '    l.append(t)\n', '\n', '\n', ""print(' '.join(map(str, l)))""]","['N, K, S = map(int, input().split())\n', '\n', 'd = S\n', 'if S == int(1e9):\n', '    d -= 1\n', 'else:\n', '    d += 1\n', '\n', 'ans = [1 for _ in range(N)]\n', 'for i in range(N):\n', '    if K > 0:\n', '        ans[i] = S\n', '        K -= 1\n', '    else:\n', '        ans[i] = d\n', '\n', 'print(*ans)\n']",1
"['#!/usr/bin/env python3\n', 'def main():\n', '    from scipy.special import comb\n', '\n', '    N = int(input())\n', '    A = [int(x) for x in input().split()]\n', '\n', '    num_lst = [0] * (N + 1)\n', '    for a in A:\n', '        num_lst[a] += 1\n', '\n', '    ans = 0\n', '    for num in num_lst:\n', '        ans += comb(num, 2, exact=True)\n', '\n', '    for a in A:\n', '        print(ans - (num_lst[a] - 1))\n', '\n', '\n', ""if __name__ == '__main__':\n"", '    main()\n']","['from collections import Counter\n', 'N = int(input())\n', 'Alist = list(map(int,input().split()))\n', 'numcntlist = [0] * N \n', 'numCounter = Counter(Alist)\n', '\n', 'for i in range(1,N+1):\n', '    numcntlist[i-1] = numCounter[i]\n', '\n', 'sumcomb = 0\n', 'for i in numcntlist:\n', '    sumcomb += int(i*(i-1)/2)\n', '\n', 'for i in Alist:\n', '    ans = sumcomb -(numCounter[i] - 1)\n', '    print(ans)']",1
"['a=str(input())\n', ""if a.isupper():print('A')\n"", ""else:print('a')""]","['s = input()\n', 'if(s[0].islower()):\n', ""    print('a')\n"", 'else:\n', ""    print('A')    \n""]",1
"['a,b=input().split()\n', 'a=int(a)\n', 'b=int(b)\n', 'print(int(a*(a-1)/2+(b*(b-1)/2)))']","['N, M = map(int, input().split())\n', '\n', 'Ev = M * (M - 1) // 2\n', 'Od = N * (N - 1) // 2\n', '\n', 'print(Ev + Od)']",1
"['days = [""DAYS"",""SAT"",""FRI"",""THU"",""WED"",""TUE"",""MON"",""SUN""]\n', 's = str(input())\n', 'for i in days:\n', '    if i == s:\n', '        print(days.index(i))\n', '        break']","['s = input()\n', 'res = 0\n', 'if s == ""SUN"":\n', '  res = 7\n', 'elif s == ""MON"":\n', '  res = 6\n', 'elif s == ""TUE"":\n', '  res = 5\n', 'elif s == ""WED"":\n', '  res = 4\n', 'elif s == ""THU"":\n', '  res = 3\n', 'elif s == ""FRI"":\n', '  res = 2\n', 'elif s == ""SAT"":\n', '  res = 1\n', 'print(res)']",1
"['string = input()\n', '\n', 'if string == ""ABC"":\n', '  print(""ARC"")\n', 'else:\n', '  print(""ABC"")']","['S = input()\n', ""out = 'ABC' if S == 'ARC' else 'ARC'\n"", 'print(out)']",1
"['import sys\n', '\n', 'while True:\n', '\ta, op, b = sys.stdin.readline().split( "" "" )\n', '\tif ""?"" == op:\n', '\t\tbreak\n', '\ta = int( a )\n', '\tb = int( b )\n', '\tif ""+"" == op:\n', '\t\tprint( ""{:d}"".format( a+b ) )\n', '\telif ""-"" == op:\n', '\t\tprint( ""{:d}"".format( a-b ) )\n', '\telif ""*"" == op:\n', '\t\tprint( ""{:d}"".format( a*b ) )\n', '\telif ""/"" == op:\n', '\t\tprint( ""{:d}"".format( a//b ) )']","['while True:\n', ' a,op,b=raw_input().split()\n', ' if op == ""?"":break\n', ' if op == ""+"":print int(a) + int(b)\n', ' if op == ""-"":print int(a) - int(b)\n', ' if op == ""*"":print int(a) * int(b)\n', ' if op == ""/"":print int(a) / int(b)']",1
"['s=[_ for _ in input()]\n', ""print(''.join(s[:3]))""]","['nm = input()\n', 'print(nm[:3])']",1
"['import sys\n', '\n', '\n', 'def gcd(m, n):\n', '  if n > m:\n', '    m, n = n, m\n', '  if n == 0:\n', '    return m\n', '  else:\n', '    return gcd(n, m % n)\n', '\n', '\n', 'for line in sys.stdin:\n', '  try:\n', '    a, b = [int(i) for i in line.split()]\n', '    g = gcd(a, b)\n', '    l = a * b / g\n', '    print(""%d %d"" % (g, l))\n', '  except:\n', '    break']","['while(1):\n', '    try:\n', '        i = raw_input()\n', '        a, b = map(int, i.split())\n', '        x, y = a, b\n', '        while(b != 0):\n', '            tmp = b\n', '            b = a % b\n', '            a = tmp\n', '        print a,\n', '        print x*y/a\n', '    except:\n', '        break']",1
"['n = int(input())\n', 'a = list(map(int, input().split()))\n', 'ans = 10 ** 16\n', 'a_1 = 0\n', 'a_2 = sum(a)\n', 'for i in range(n - 1):\n', '    a_1 += a[i]\n', '    a_2 -= a[i]\n', '    ans = min(ans, abs(a_1 - a_2))\n', 'print(ans)']","['import sys\n', 'import math\n', 'import itertools\n', 'import bisect\n', 'from copy import copy\n', 'from collections import deque,Counter\n', 'from decimal import Decimal\n', 'def s(): return input()\n', 'def k(): return int(input())\n', 'def S(): return input().split()\n', 'def I(): return map(int,input().split())\n', 'def X(): return list(input())\n', 'def L(): return list(input().split())\n', 'def l(): return list(map(int,input().split()))\n', 'def lcm(a,b): return a*b//math.gcd(a,b)\n', 'def gcd(*numbers): reduce(math.gcd, numbers)\n', 'sys.setrecursionlimit(10 ** 9)\n', 'mod = 10**9+7\n', 'count = 0\n', 'ans = 0\n', '\n', 'N = k()\n', 'A = l()\n', 'S = sum(A)\n', 'minx = S\n', 'sum = 0\n', '\n', 'for x in A:\n', '    sum += x\n', '    minx = min(minx, abs(sum-(S-sum)))\n', '\n', 'print(minx)\n']",1
"['N = int(input())\n', 'A = []\n', 'for i in range(N):\n', '    A.append(int(input()))\n', '\n', '\n', 'def insertionSort(N,A,g):\n', '    global cnt\n', '    for i in range(g,N):\n', '        v = A[i]\n', '        j = i-g\n', '        while A[j] > v and j >= 0:\n', '            A[j+g] = A[j]\n', '            j -= g\n', '            cnt += 1\n', '        A[j+g] = v\n', '    return A    \n', '      \n', 'def shellSort(N,A):\n', '    global cnt\n', '    cnt = 0\n', '    m = 1\n', '    G = [1]\n', '    x = 1\n', '    for i in range(N):\n', '        x = 3*x + 1\n', '        if x > N:\n', '            break\n', '        G.insert(0,x)\n', '        m += 1\n', '    \n', '    for i in range(m):\n', '        A = insertionSort(N,A,G[i])\n', '    \n', '    return cnt,A,m,G\n', '\n', 'cnt,A,m,G = shellSort(N,A)\n', 'print(m)\n', 'print("" "".join([str(g) for g in G]))\n', 'print(cnt)\n', 'for i in range(len(A)):\n', '    print(A[i])\n', '        \n', '        \n', '        \n']","['def insertionSort(a, n, g):\n', '    global cnt\n', '    for i in range(g, n):\n', '        v = a[i]\n', '        j = i - g\n', '        while j >= 0 and a[j] > v:\n', '            a[j+g] = a[j]\n', '            j = j - g\n', '            cnt = cnt + 1\n', '        a[j+g] = v\n', '\n', 'def shellSort(a, n):\n', '    global cnt\n', '    global G\n', '    global m\n', '    cnt = 0\n', '    G = [1]\n', '    while 3 * G[0] + 1 <= n:\n', '        G = [ 3*G[0]+1 ] + G\n', '    m = len(G)\n', '    for i in range(0, m):\n', '        insertionSort(a, n, G[i])\n', '\n', 'n = int(input())\n', 'a = [int(input()) for i in range(0, n)]\n', '\n', 'shellSort(a, n)\n', '\n', 'print(m)\n', 'print(*G)\n', 'print(cnt)\n', 'for i in range(0, n):\n', '    print(a[i])\n']",1
"['H,A = (int(x) for x in input().split())\n', 'print(H//A+(H%A>0))']","['x, y = map(int, input().split())\n', 'if x <= y:\n', '    print(1)\n', 'elif x % y == 0:\n', '    print(x//y)\n', 'else:\n', '    print(x//y+1)\n']",1
"['N, M, K = map(int, input().split())\n', '\n', 'class UnionFind:\n', '    def __init__(self, n):\n', '        self.ps = [-1] * (n + 1)\n', ' \n', '    def find(self, x):\n', '        if self.ps[x] < 0:\n', '            return x\n', '        else:\n', '            self.ps[x] = self.find(self.ps[x])\n', '            return self.ps[x]\n', ' \n', '    def union(self, x, y):\n', '        x = self.find(x)\n', '        y = self.find(y)\n', '        if x == y:\n', '            return False\n', '        if self.ps[x] > self.ps[y]:\n', '            x, y = y, x\n', '        self.ps[x] += self.ps[y]\n', '        self.ps[y] = x\n', '        return True\n', ' \n', '    def same(self, x, y):\n', '        return self.find(x) == self.find(y)\n', ' \n', '    def size(self, x):\n', '        x = self.find(x)\n', '        return -self.ps[x]\n', '\n', 'uf = UnionFind(N)\n', 'friends = [0]*(N+1)\n', 'chain = [0]*(N+1)\n', '\n', '\n', 'for _ in range(M):\n', '    A, B = map(int, input().split())\n', '    friends[A] += 1\n', '    friends[B] += 1\n', '    uf.union(A, B)\n', '\n', 'for _ in range(K):\n', '    C, D = map(int, input().split())\n', '    if uf.same(C, D):\n', '        friends[C] += 1\n', '        friends[D] += 1\n', '\n', 'ans = []\n', '\n', 'for i in range(1, N+1):\n', '    ans.append(uf.size(i) - friends[i] - 1)\n', '\n', 'print(*ans)']","['import sys\n', 'from collections import deque\n', '\n', 'def read():\n', '    return sys.stdin.readline().rstrip()\n', '\n', 'def main():\n', '    n, m, k = map(int, read().split())\n', '    friend = [[] for _ in range(n)]\n', '    block = [set() for _ in range(n)]\n', '    potential = [set() for _ in range(n)]\n', '    for _ in range(m):\n', '        a, b = [int(i) - 1 for i in read().split()]\n', '        friend[a].append(b)\n', '        friend[b].append(a)\n', '    for _ in range(k):\n', '        c, d = [int(i) - 1 for i in read().split()]\n', '        block[c].add(d)\n', '        block[d].add(c)\n', '    sd = set()\n', '    for u in range(n):\n', '        if u in sd:\n', '            continue\n', '        sn = deque([u])\n', '        pf = set()\n', '        while sn:\n', '            p = sn.pop()\n', '            if p in sd:\n', '                continue\n', '            sd.add(p)\n', '            pf.add(p)\n', '            for f in friend[p]:\n', '                sn.append(f)\n', '        for pfi in pf:\n', '            potential[pfi] = pf\n', '    print(*[len(potential[i]) - len(block[i] & potential[i]) - len(friend[i]) - 1 for i in range(n)])\n', '\n', ""if __name__ == '__main__':\n"", '    main()']",1
"['H, W, K = map(int, input().split())\n', 'S = [list(input()) for _ in range(H)]\n', 'ans = [[0] * W for _ in range(H)]\n', '\n', 'def calc(h, w, k):\n', '    #上下方向の限界を決める\n', '    up = h\n', '    for i in range(1, h + 1):\n', ""        if S[h - i][w] == '.' and ans[h - i][w] == 0:\n"", '            if h == i:\n', '                up = 0\n', '            continue\n', '        else:\n', '            up = h - (i - 1)\n', '            break\n', '\n', '    down = h\n', '    for i in range(1, H - h):\n', ""        if S[h + i][w] == '.' and ans[h + i][w] == 0:\n"", '            if i == H - h - 1:\n', '                down = H - 1\n', '            continue\n', '        else:\n', '            down = h + (i - 1)\n', '            break\n', ""    # print ('up, down =', up, down, i)\n"", '    # up から down までの縦の長さの長方形を作る。\n', '    for i in range(up, down + 1):\n', '        ans[i][w] = k\n', '    \n', '    flag = True\n', '    for i in range(1, w + 1):\n', '        for j in range(up, down + 1):\n', ""            if ans[j][w - i] == 0 and S[j][w - i] == '.':\n"", '                continue\n', '            else:\n', '                flag = False\n', '                break\n', '        if not flag:\n', '            break\n', '        for j in range(up, down + 1):\n', '            ans[j][w - i] = k\n', '    flag = True\n', '    for i in range(1, W - w):\n', '        for j in range(up, down + 1):\n', ""            if ans[j][w + i] == 0 and S[j][w + i] == '.':\n"", '                continue\n', '            else:\n', '                flag = False\n', '                break\n', '        if not flag:\n', '            break\n', '        for j in range(up, down + 1):\n', '            ans[j][w + i] = k\n', '        \n', '\n', '\n', 'k = 1\n', 'for w in range(W):\n', '    for h in range(H):\n', ""        if S[h][w] == '#':\n"", '            # print (h, w)\n', '            calc(h, w, k)\n', '            k += 1\n', '\n', 'for tmp in ans:\n', ""    print (*tmp, sep = ' ')""]","['import sys\n', 'from collections import deque\n', 'input = sys.stdin.readline\n', '\n', 'def main():\n', '    h, w, k = map(int, input().split())\n', '    board = [input().strip() for i in range(h)]\n', '\n', '    group = [[0 for i in range(w)] for j in range(h)]\n', '\n', '    state = 0   # 0:not found, 1:one strawberry\n', '    num = 1\n', '    stock = 1\n', '    pre = -1\n', '    for i in range(h):\n', '        if ""#"" not in board[i]:\n', '            stock += 1\n', '            continue\n', '        for j in range(w):\n', '            if board[i][j] == ""#"":\n', '                if state == 0:\n', '                    state = 1\n', '                else:\n', '                    num += 1\n', '                group[i][j] = num\n', '            else:\n', '                group[i][j] = num\n', '        for k in range(stock):\n', '            for j in range(w):\n', '                print(group[i][j], end="" "")\n', '            print()\n', '        num += 1\n', '        state = 0\n', '        stock = 1\n', '        pre = i\n', '    \n', '    for k in range(h-pre-1):\n', '        for j in range(w):\n', '            print(group[pre][j], end="" "")\n', '        print()\n', '\n', '\n', 'if __name__ == ""__main__"":\n', '    main()']",1
"['import math\n', '#入力\n', 'x = int(input())\n', 'x_upper = (x+1) / 1.08\n', 'x_lower = x / 1.08\n', 'x_candidate = math.ceil(x_lower)\n', 'if x_lower <= x_candidate < x_upper:\n', '    print(x_candidate)\n', 'else:\n', '    print("":("")']","['# -*- coding: utf-8 -*-\n', ' \n', '## Library\n', ' \n', 'import sys\n', 'from fractions import gcd\n', 'import math\n', 'from math import ceil,floor\n', 'import collections\n', 'from collections import Counter\n', 'import itertools\n', 'import copy\n', ' \n', '## input\n', ' \n', '# N=int(input())\n', '# A,B,C,D=map(int, input().split())\n', '# S = input()\n', '# yoko = list(map(int, input().split()))\n', '# tate = [int(input()) for _ in range(N)]\n', '# N, M = map(int,input().split()) \n', '#    P = [list(map(int,input().split())) for i in range(M)]\n', '#    S = []\n', '#    for _ in range(N):\n', '#        S.append(list(input()))\n', ' \n', 'N=int(input())\n', '\n', 'for i in range(1,N+1):\n', '    if floor(i*1.08)==N:\n', '        print(i)\n', '        sys.exit()\n', 'print("":("")']",1
"['N = int(input())\n', 'X = input()\n', 'memo = [-1] * (N+1)\n', 'memo[0] = 0\n', '\n', 'def popcount(k):\n', ""    return bin(k).count('1')\n"", '\n', 'def calc(k):\n', '    pop = popcount(k)\n', ""    #print('  ', k, pop)\n"", '    key = k\n', '    if memo[key] < 0:\n', '        k %= pop\n', '        if k == 0:\n', '            memo[key] = 1\n', '        else:\n', '            memo[key] = calc(k) + 1\n', '    return memo[key]\n', '\n', 'K = int(X, 2)\n', 'one = popcount(K)\n', 'if one == 0:\n', '    K_MOD = K\n', 'elif one == 1:\n', '    K_MOD   = 0\n', '    K_MOD_M = K\n', 'else:\n', '    K_MOD   = K % one\n', '    K_MOD_M = K % (one-1)\n', 'K_MOD_P = K % (one+1)\n', '\n', 'T_M = [1]*(N+1)\n', 'T_P = [1]*(N+1)\n', 'for i in range(1,N+1):\n', '    if one > 1:\n', '        T_M[i] = (T_M[i-1]*2) % (one-1)\n', '    T_P[i] = (T_P[i-1]*2) % (one+1)\n', '\n', 'for i in range(N):\n', ""    if X[i] == '1':\n"", '        pop = one - 1\n', '        k = K_MOD_M - T_M[N-i-1]\n', '    else:\n', '        pop = one + 1\n', '        k = K_MOD_P + T_P[N-i-1]\n', '\n', '    if pop == 0:\n', '        print(0)\n', '    else:\n', '        k %= pop\n', '        print(calc(k)+1)\n']","['N = int(input())\n', 'X = input()\n', '\n', 'def f(x):\n', '    ret = 0\n', '    c = bin(x).count(""1"")\n', '    while c > 0:\n', '        x %= c\n', '        c = bin(x).count(""1"")\n', '        ret += 1\n', '    return ret\n', '\n', 'MOD = 10 ** 9 + 7\n', 'origin_pop = X.count(""1"")\n', 'one_pop = origin_pop - 1\n', 'zero_pop = origin_pop + 1\n', 'one_mod = 0\n', 'zero_mod = 0\n', '\n', 'for i in X:\n', '    if one_pop > 0:\n', '        one_mod = one_mod * 2 + int(i)\n', '        one_mod %= one_pop\n', '    zero_mod = zero_mod * 2 + int(i)\n', '    zero_mod %= zero_pop\n', '\n', 'for i, x in enumerate(X):\n', '    if x == ""0"":\n', '        tmp = zero_mod + pow(2, N-1-i, zero_pop)\n', '        tmp %= zero_pop\n', '        print(f(tmp)+1)\n', '    else:\n', '        if one_pop == 0:\n', '            print(0)\n', '        else:\n', '            tmp = one_mod - pow(2, N-1-i, one_pop)\n', '            tmp = (tmp + one_pop) % one_pop\n', '            print(f(tmp)+1)\n']",1
"['\n', 'def arg(operator):\n', '    try:\n', '        return elements.index(operator)\n', '    except:\n', '        return 100000000000000\n', '\n', '\n', ""elements = [elem if elem in ['+', '-', '*']\n"", '            else int(elem) for elem in input().split()]\n', '\n', 'while len(elements) != 1:\n', ""    if arg('+') or arg('-') or arg('*'):\n"", ""        i = arg('+')\n"", ""        i = min(i, arg('-'))\n"", ""        i = min(i, arg('*'))\n"", '\n', ""        if elements[i] == '+': r = elements[i-2] + elements[i-1]\n"", ""        elif elements[i] == '-': r = elements[i-2] - elements[i-1]\n"", ""        elif elements[i] == '*': r = elements[i-2] * elements[i-1]\n"", '\n', '        # i, i-1, i-2 -> one element\n', '        elements = elements[:i-2] + [r] + elements[i+1:]\n', '    else:\n', '        break\n', '\n', 'print(elements[0])']","['list = input().split()\n', 'stack = []\n', 'for i in list:\n', '    if ( i.isdigit() ):\n', '        stack.append(int(i))\n', ""    elif (i == '+'):\n"", '        stack.append(stack.pop() + stack.pop())\n', ""    elif (i == '*'):\n"", '        stack.append(stack.pop() * stack.pop())\n', ""    elif (i == '-'):\n"", '        stack.append( (-1)*stack.pop() + stack.pop())\n', '\n', 'print(stack.pop())']",1
"['from sys import stdin\n', 'input = stdin.buffer.readline\n', '\n', 'n, k = map(int, input().split())\n', '*a, = map(int, input().split())\n', 'for i in range(k, n):\n', '\tif a[i] > a[i - k]:\n', ""\t\tprint('Yes')\n"", '\telse:\n', ""\t\tprint('No')\n""]","['from sys import stdin, stdout\n', 'import math,sys,heapq\n', 'from itertools import permutations, combinations\n', 'from collections import defaultdict,deque,OrderedDict\n', 'from os import path\n', 'import bisect as bi\n', ""def yes():print('YES')\n"", ""def no():print('NO')\n"", ""if (path.exists('input.txt')): \n"", '    #------------------Sublime--------------------------------------#\n', ""    sys.stdin=open('input.txt','r');sys.stdout=open('output.txt','w');\n"", '    def I():return (int(input()))\n', '    def In():return(map(int,input().split()))\n', 'else:\n', '    #------------------PYPY FAst I/o--------------------------------#\n', '    def I():return (int(stdin.readline()))\n', '    def In():return(map(int,stdin.readline().split()))\n', '\n', 'def dict(a):\n', '    d={}\n', '    for x in a:\n', '        if d.get(x,-1)!=-1:\n', '            d[x]+=1\n', '        else:\n', '            d[x]=1\n', '    return d\n', '\n', 'def find_gt(a, x):\n', ""    'Find leftmost value greater than x'\n"", '    i = bi.bisect_right(a, x)\n', '    if i != len(a):\n', '        return i\n', '    else:            \n', '        return -1\n', '\n', 'def main():\n', '    try:\n', '        n,k=In()\n', '        l=list(In())   \n', '        ans=[]\n', '        t=1\n', '        last=1\n', '        for x in range(k,n):\n', '            if l[x-k]>=l[x]:\n', ""                print('No')\n"", '            else:\n', ""                print('Yes')\n"", '\n', '\n', '    except:\n', '        pass\n', '        \n', 'M = 998244353\n', 'P = 1000000007\n', ' \n', ""if __name__ == '__main__':\n"", '    #for _ in range(I()):main()\n', '    for _ in range(1):main()\n', '\n', '\n']",1
"['import math\n', 'n = int(input())\n', 'a = [float(x) for x in list(input().split())]\n', 'b = [float(x) for x in list(input().split())]\n', '\n', 'result = 0\n', 'for aa, bb in zip(a, b):\n', '    result += abs(aa - bb)\n', 'print(round(result, 6))\n', '\n', 'result = 0\n', 'for aa, bb in zip(a, b):\n', '    result += abs(aa - bb) ** 2\n', 'print(round(math.sqrt(result), 8))\n', '\n', 'result = 0\n', 'for aa, bb in zip(a, b):\n', '    result += abs(aa - bb) ** 3\n', 'print(round(math.pow(result, 1/3), 8))\n', '\n', 'result = []\n', 'for aa, bb in zip(a, b):\n', '    result.append(abs(aa - bb))\n', 'print(max(result))\n', '\n']","['import math\n', 'n = int(input())\n', 'x, y = [int(e) for e in input().split()], [int(e) for e in input().split()]\n', 'D1 = D2 = D3 = 0; D4 = []\n', 'for x1, y1 in zip(x, y):\n', '    D1 += abs(x1-y1)\n', '    D2 += abs(x1-y1)**2\n', '    D3 += abs(x1-y1)**3\n', '    D4.append(abs(x1-y1))\n', ""print('{0:.6f}'.format(D1))\n"", ""print('{0:.6f}'.format(math.sqrt(D2)))\n"", ""print('{0:.6f}'.format(math.pow(D3, (1/3))))\n"", ""print('{0:.6f}'.format(max(D4)))\n"", '\n']",1
"['MOD=10**9+7\n', 'def pow(x,n,mod):\n', '    ans = 1\n', '    while n>0:\n', '        if n&1==1:\n', '            ans*=x\n', '            ans%=mod\n', '        x = x*x\n', '        x%=mod\n', '        n = n>>1\n', '    return ans\n', '\n', 'N,a,b=map(int,input().split())\n', 'xa=1\n', 'for i in range(N,N-a,-1):\n', '  xa*=i\n', '  xa%=MOD\n', 'xb=xa\n', 'for i in range(N-a,N-b,-1):\n', '  xb*=i\n', '  xb%=MOD\n', 'ya=1\n', 'for i in range(2,a+1):\n', '  ya*=i\n', '  ya%=MOD\n', 'yb=ya\n', 'for i in range(a+1,b+1):\n', '  yb*=i\n', '  yb%=MOD\n', 'ans=(pow(2,N,MOD)-1\n', '     -(xa*pow(ya,MOD-2,MOD)%MOD)\n', '     -(xb*pow(yb,MOD-2,MOD)%MOD))%MOD\n', 'print(ans)']","['n, a, b = map(int, input().split())\n', '\n', 'MOD = 10 ** 9 + 7\n', '\n', 'def modinv(x, mod):\n', '    return pow(x, mod-2, mod)\n', '\n', 'modinv_table = [-1] * (b+1)\n', 'for i in range(1, b+1):\n', '    modinv_table[i] = modinv(i, MOD)\n', '\n', 'def comb(n, k, mod):\n', '    ans = 1\n', '    for i in range(k):\n', '        ans *= n-i\n', '        ans *= modinv_table[i + 1]\n', '        ans %= mod\n', '    return ans\n', '  \n', 'ans = (pow(2, n, MOD) - comb(n, a, MOD) - comb(n, b, MOD)) % MOD - 1\n', '\n', 'print(ans)']",1
